旅顺博物馆,"
艺术性博物馆
",https://baike.baidu.com/pic/%E6%97%85%E9%A1%BA%E5%8D%9A%E7%89%A9%E9%A6%86/1630157/0/6a63f6246b600c33084046e6174c510fd9f9a1e7?fr=lemma&ct=single, 旅顺博物馆坐落于辽宁省大连市旅顺口区列宁街42号，地处大连著名旅游景区——太阳沟历史风景区中心，1917年（民国六年） 4月，博物馆正式开馆。
沈阳故宫博物院,"
辽宁省沈阳市沈河区沈阳路171号
",https://baike.baidu.com/pic/%E6%B2%88%E9%98%B3%E6%95%85%E5%AE%AB%E5%8D%9A%E7%89%A9%E9%99%A2/1630137/0/4a36acaf2edda3cc4e81c81300e93901213f929f?fr=lemma&ct=single, 沈阳故宫博物院，位于辽宁省沈阳市沈河区沈阳路171号，原是清代初期营建和使用的皇家宫苑，始建于1625年（明天启五年，后金天命十年）。
大连自然博物馆,"
自然博物馆
",https://baike.baidu.com/pic/%E5%A4%A7%E8%BF%9E%E8%87%AA%E7%84%B6%E5%8D%9A%E7%89%A9%E9%A6%86/8023433/0/6a22e8247ada2e278644f96b?fr=lemma&ct=single, 大连自然博物馆位于辽宁省大连市沙河口区黑石礁西村街40号，是一座集地质、古生物、动物、植物标本收藏、研究、展示于一体的综合性自然科学博物馆，其前身始建于1907年。
吉林省自然博物馆,"
自然历史博物馆
",https://baike.baidu.com/pic/%E5%90%89%E6%9E%97%E7%9C%81%E8%87%AA%E7%84%B6%E5%8D%9A%E7%89%A9%E9%A6%86/7701684/0/b7003af33a87e950352a468cd5704443fbf2b3111eb0?fr=lemma&ct=single," 吉林省自然博物馆，1987年5月12日成立，前身为吉林省博物馆自然部，位于吉林省长春市净月大街2556号，占地面积54000平方米，2007年5月1日正式向社会开放，年均接待观众12万人次
[1]?
。"
吉林省博物院,"
历史与艺术博物馆
",https://baike.baidu.com/pic/%E5%90%89%E6%9E%97%E7%9C%81%E5%8D%9A%E7%89%A9%E9%99%A2/1865369/0/8ad4b31c8701a18b63670b5f9a2f07082838fe16?fr=lemma&ct=single, 吉林省博物院（Jilin Provincal Museum），原名吉林省博物馆，1951年建馆，1954年，随省政府迁至长春市。
伪满皇宫博物院,"
吉林省长春市宽城区光复北路5号
",https://baike.baidu.com/pic/%E4%BC%AA%E6%BB%A1%E7%9A%87%E5%AE%AB%E5%8D%9A%E7%89%A9%E9%99%A2/2151196/0/0e2442a7d933c895bdc5dcfddc1373f0830200f8?fr=lemma&ct=single," 伪满皇宫博物院，国家AAAAA级旅游景区，
[1]?
位于吉林省长春市宽城区光复北路5号，前身是民国时期管理吉林、黑龙江两省盐务的吉黑榷运局官署，总占地25.05万平方米，建筑面积13.7万平方米。"
东北烈士纪念馆,"
14000 m2
",https://baike.baidu.com/pic/%E4%B8%9C%E5%8C%97%E7%83%88%E5%A3%AB%E7%BA%AA%E5%BF%B5%E9%A6%86/2977069/0/0824ab18972bd40735fab6fd03c389510fb30f24a3d3?fr=lemma&ct=single, 东北烈士纪念馆，坐落在黑龙江省哈尔滨市南岗区一曼街241号，成立于民国三十七年（1948年）10月10日，是中国共产党建立的第一个永久性纪念馆，总占地面积6700平方米；建筑面积14000平方米；展览面积8060平方米。
铁人王进喜纪念馆,"
周二-周日8:30-16:00，16:00停止入场；节假日、每逢周一闭馆
[9]?
",https://baike.baidu.com/pic/%E9%93%81%E4%BA%BA%E7%8E%8B%E8%BF%9B%E5%96%9C%E7%BA%AA%E5%BF%B5%E9%A6%86/672800/0/03087bf40ad162d9e25e44bb13dfa9ec8b13cde0?fr=lemma&ct=single, 铁人王进喜纪念馆是为了纪念中国工人阶级的先锋战士——铁人王进喜而于1971年建成的。
爱辉历史陈列馆,"
专题性遗址博物馆
",0, 黑河市爱辉历史陈列馆，坐落在清代第一任黑龙江将军衙门驻地、1858年《中俄瑷珲条约》的签订地——瑷珲新城遗址，遗址现为全国重点文物保护单位。
黑龙江省博物馆,"
综合性博物馆
",https://baike.baidu.com/pic/%E9%BB%91%E9%BE%99%E6%B1%9F%E7%9C%81%E5%8D%9A%E7%89%A9%E9%A6%86/1629873/0/f3d3572c11dfa9ec06def4f364d0f703908fc166?fr=lemma&ct=single, 黑龙江省博物馆位于黑龙江省哈尔滨市南岗区，始建于1906年，主楼是一座欧洲巴洛克式建筑，为原俄罗斯商场旧址，为国家一级保护建筑。
大庆博物馆,"
每周二闭馆，其它时间正常开馆，每天开馆时间：9:00，闭馆时间：16:30，中午不休息，节假日正常开馆
",https://baike.baidu.com/pic/%E5%A4%A7%E5%BA%86%E5%8D%9A%E7%89%A9%E9%A6%86/9543179/0/0d338744ebf81a4c261211a7da2a6059252da6b8?fr=lemma&ct=single, 大庆博物馆，前身为大庆展览馆，于1964年组建，位于黑龙江省大庆市萨尔图区，是集古环境、古动物和古人类于一体的综合性博物馆，展馆建筑面积为18700平方米，展厅面积为12000平方米，馆藏化石10余万件，物种达43种。
黑龙江省民族博物馆,"
黑龙江哈尔滨市文庙街25号
",0, 黑龙江省民族博物馆是以哈尔滨文庙为馆舍，成立于1985年。
上海博物馆,"
综合性博物馆
",https://baike.baidu.com/pic/%E4%B8%8A%E6%B5%B7%E5%8D%9A%E7%89%A9%E9%A6%86/556555/0/21a4462309f790520dcfd0e30af3d7ca7acbd51f?fr=lemma&ct=single, 上海博物馆创建于1952年，原址南京西路325号旧跑马总会，1959年10月迁入河南南路16号中汇大楼，现址上海市中心人民广场的南侧黄浦区人民大道201号。
上海鲁迅纪念馆,"
1951年1月
",https://baike.baidu.com/pic/%E4%B8%8A%E6%B5%B7%E9%B2%81%E8%BF%85%E7%BA%AA%E5%BF%B5%E9%A6%86/3862098/0/b258f5c4deca3c9c8326ac62?fr=lemma&ct=single, 上海鲁迅纪念馆是新中国建立后第一个人物性纪念馆，也是新中国成立后第一个名人纪念馆，同时管理鲁迅墓文物保护单位。
上海科技馆,"
上海市浦东新区世纪大道2000号
",https://baike.baidu.com/pic/%E4%B8%8A%E6%B5%B7%E7%A7%91%E6%8A%80%E9%A6%86/363265/0/8d158aee9ffa2b6b2cf5340c?fr=lemma&ct=single, 上海科技馆是上海市人民政府为贯彻落实科教兴国战略，提高城市综合竞争力和市民科学文化素养而投资兴建的具有中国特色、时代特征、上海特点的综合性的自然科学技术博物馆，是对公众进行科普教育的公益性机构，是中国重要的科普教育基地和精神文明建设基地。
陈云纪念馆,"
为广场
",0, 陈云纪念馆是经中央批准建立的全国唯一系统展示陈云生平业绩的纪念馆。
上海中国航海博物馆,"
277次
",0, 上海中国航海博物馆，位于上海市，据2020年9月国家文物局信息显示，现有藏品19417件/套，开展教育活动277次，参观人数123.6万人次。
上海市龙华烈士纪念馆,  ,0, 上海市龙华烈士纪念馆位于上海市，据2020年9月国家文物局信息显示，现有藏品1595件/套、珍贵文物27件/套，举办展览5个，教育活动41次，参观人数30万人次。
南京博物院,"
南京市玄武区中山东路321号
",https://baike.baidu.com/pic/%E5%8D%97%E4%BA%AC%E5%8D%9A%E7%89%A9%E9%99%A2/915837/0/c2fdfc039245d6889ceb0662a1c27d1ed31b240e?fr=lemma&ct=single," 南京博物院位于南京市玄武区中山东路321号，是中国三大博物馆之一
[1]?
，简称南院或南博，其前身是民国二十二年（1933年）蔡元培等倡建的国立中央博物院，是中国创建最早的博物馆、中国第一座由国家投资兴建的大型综合类博物馆
[2]?
。"
侵华日军南京大屠杀遇难同胞纪念馆,"
南京市建邺区水西门大街418号
[40]?
",https://baike.baidu.com/pic/%E4%BE%B5%E5%8D%8E%E6%97%A5%E5%86%9B%E5%8D%97%E4%BA%AC%E5%A4%A7%E5%B1%A0%E6%9D%80%E9%81%87%E9%9A%BE%E5%90%8C%E8%83%9E%E7%BA%AA%E5%BF%B5%E9%A6%86/3508930/0/83025aafa40f4bfb5c95ee34054f78f0f736180c?fr=lemma&ct=single, 侵华日军南京大屠杀遇难同胞纪念馆位于南京市建邺区水西门大街418号，通称江东门纪念馆，选址于南京大屠杀江东门集体屠杀遗址及遇难者丛葬地，是中国首批国家一级博物馆，首批全国爱国主义教育示范基地，全国重点文物保护单位，首批国家级抗战纪念设施、遗址名录，也是国际公认的二战期间三大惨案纪念馆之一。
南通博物苑,  ,0, 
苏州博物馆,"
综合性历史博物馆
",https://baike.baidu.com/pic/%E8%8B%8F%E5%B7%9E%E5%8D%9A%E7%89%A9%E9%A6%86/1629584/0/63d0f703918fa0ecf1ec61d0209759ee3c6ddbc0?fr=lemma&ct=single, 苏州博物馆成立于1960年，馆址太平天国忠王府，是国内保存完整的太平天国历史建筑物。
扬州博物馆,"
江苏省扬州市文昌西路468号
",https://baike.baidu.com/pic/%E6%89%AC%E5%B7%9E%E5%8D%9A%E7%89%A9%E9%A6%86/1629471/0/c8177f3e6709c93dc259c4d0923df8dcd100546a?fr=lemma&ct=single," 扬州博物馆（Yangzhou Museum），位于江苏省扬州市邗江区文昌西路，由扬州中国雕版印刷博物馆、扬州博物馆新馆组成（简称“扬州双博馆”），是国家AAAA级旅游景区、全国爱国主义教育示范基地
[1]?
。"
常州博物馆,"
常州市龙城大道1288号
",https://baike.baidu.com/pic/%E5%B8%B8%E5%B7%9E%E5%8D%9A%E7%89%A9%E9%A6%86/1765322/0/8c1001e93901213f2d36934654e736d12f2e9527?fr=lemma&ct=single, 常州博物馆，创建于1958年10月，是集收藏、研究、陈列展览于一体的地方综合性博物馆（含全省唯一的一家少儿自然博物馆），国家二级博物馆。
南京市博物总馆,"
南京
",https://baike.baidu.com/pic/%E5%8D%97%E4%BA%AC%E5%B8%82%E5%8D%9A%E7%89%A9%E6%80%BB%E9%A6%86/19324216/0/18d8bc3eb13533fa5eac6a5cafd3fd1f41345bae?fr=lemma&ct=single, 南京市博物总馆是国家一级博物馆，中国国家一级博物馆中唯一一家实行总、分馆制的博物馆，总馆成立于2014年，是融汇南京古代史、近现代史、革命史、城市史、考古、文保、民俗与非遗等诸多门类的综合性历史艺术类博物馆。
雨花台烈士纪念馆,"
周二至周日开放时间08:30-16:00
",https://baike.baidu.com/pic/%E9%9B%A8%E8%8A%B1%E5%8F%B0%E7%83%88%E5%A3%AB%E7%BA%AA%E5%BF%B5%E9%A6%86/4544039/0/902397dda144ad345982bc0496eb1bf431adcbef2f55?fr=lemma&ct=single, 雨花台烈士纪念馆位于南京市雨花台区雨花台烈士陵园南端的任家山上，是一座既有传统民族风格且具现代气息的优美建筑。
无锡博物院,"
9:00－17:00（16:00后停止入场），周一闭馆（法定节假日除外）。
",https://baike.baidu.com/pic/%E6%97%A0%E9%94%A1%E5%8D%9A%E7%89%A9%E9%99%A2/5947063/0/d8f9d72a6059252d0fde5cb3369b033b5ab5b9b8?fr=lemma&ct=single, 无锡博物院，成立于2007年10月15日，由原无锡革命陈列馆、无锡博物馆和无锡科普馆“三馆合一”组建而成，位于无锡市太湖广场南侧，新馆于2008年10月1日正式对外开放，建筑面积71000平方米，建筑造型体现了“水光石色”的设计理念，是无锡的标志性建筑。
徐州博物馆,"
文化艺术博物馆
",https://baike.baidu.com/pic/%E5%BE%90%E5%B7%9E%E5%8D%9A%E7%89%A9%E9%A6%86/7564364/0/0b7b02087bf40ad1f91f7a44562c11dfa8ecce9a?fr=lemma&ct=single, 徐州博物馆是徐州市人民政府在清朝乾隆皇帝南巡时行宫旧址上建立起来的地方综合性博物馆。
常熟博物馆,"
6000余平方米
",https://baike.baidu.com/pic/%E5%B8%B8%E7%86%9F%E5%8D%9A%E7%89%A9%E9%A6%86/8648813/0/908fa0ec08fa513da26cff083a6d55fbb3fbd926?fr=lemma&ct=single, 常熟博物馆坐落于江苏省常熟市古城区虞山东麓先贤仲雍、言子墓旁。
浙江省博物馆,"
20400 m2
",https://baike.baidu.com/pic/%E6%B5%99%E6%B1%9F%E7%9C%81%E5%8D%9A%E7%89%A9%E9%A6%86/1629454/0/77094b36acaf2edd0fd5c317811001e93901932c?fr=lemma&ct=single, 浙江省博物馆位于杭州市西湖区，始建于1929年，原名“浙江省立西湖博物馆”，1976年更改为现名。
中国丝绸博物馆,"
5 公顷
",https://baike.baidu.com/pic/%E4%B8%AD%E5%9B%BD%E4%B8%9D%E7%BB%B8%E5%8D%9A%E7%89%A9%E9%A6%86/2032514/0/cc506c8b5af72c56c9fc7a08?fr=lemma&ct=single, 中国丝绸博物馆位于杭州西子湖畔，是全国性的丝绸专业博物馆，也是世界上最大的丝绸博物馆，为浙江省省属副厅级事业单位，占地五公顷，建筑面积8000平方米，陈列面积3000平方米，于1992年2月26日正式对外开放。
宁波博物馆,"
综合性博物馆
",https://baike.baidu.com/pic/%E5%AE%81%E6%B3%A2%E5%8D%9A%E7%89%A9%E9%A6%86/1360220/0/35e940df22ba1153495403e9?fr=lemma&ct=single, 宁波博物馆位于浙江省宁波市鄞州区首南中路1000号，展品囊括了从史前河姆渡文化至近代以来的珍贵靑铜器、瓷器、竹刻、玉器、书画、金银器、民俗等文物6万余件。
杭州博物馆,"
24000 m2
",https://baike.baidu.com/pic/%E6%9D%AD%E5%B7%9E%E5%8D%9A%E7%89%A9%E9%A6%86/5133976/0/37d3d539b6003af32754d17a322ac65c1038b639?fr=lemma&ct=single," 杭州博物馆位于中国浙江省杭州市
[1]?
西湖风景名胜区吴山，临近吴山广场和河坊街历史文化街区，占地面积2.4万平方米，建筑面积1.3万平方米，展区面积7千平方米。"
